;;;;;;;;;;;;;x
CHK_ADJ;Champassaki;champassak;Champassaki;Champasak;de Champasak;Champassak;Champassaki;Champassakijsk˝;;;;;;x;
CHK_conservative;Royal Faction;;;;;;;;;;;;x
CHK_liberal;The Liberal Faction;;;;;;;;;;;;x
CHK_reactionary;The Nationalist Faction;;;;;;;;;;;;x
CHK_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
CHK_socialist;The Socialist Faction;;;;;;;;;;;;x
CHK_communist;The Communist Faction;;;;;;;;;;;;x
CHK_fascist;The Fascist Faction;;;;;;;;;;;;x
CHO;Chugoku;;;;;;;;;;;;;x
CHO_ADJ;Chugokuan;;;;;;;;;;;;;x
CHO_absolute_monarchy;Choshu;;;;;;;;;;;;;x
CHO_prussian_constitutionalism;Choshu;;;;;;;;;;;;;x
CHO_hms_government;Choshu;;;;;;;;;;;;;x
CHO_absolute_monarchy_ADJ;Mori;;;;;;;;;;;;;x
CHO_prussian_constitutionalism_ADJ;Mori;;;;;;;;;;;;;x
CHO_hms_government_ADJ;Mori;;;;;;;;;;;;;x
CHP;Chiapas;;;;;;;;;;;;;x
CHP_ADJ;Chiapan;;;;;;;;;;;;;x
CHP_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;x
CHP_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;x
CHP_conservative;Partido Estadista Republicano;Partido Estadista Republicano;Partido Estadista Republicano;;;;;;;;;;;x
CHP_anarcho_liberal;Partido Anarchista;Partido Anarchista;Partido Anarchista;;;;;;;;;;;x
CHP_communist;Partido Comunista;Partido Comunista;Partido Comunista;;;;;;;;;;;x
CHP_fascist;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;;;;;;;;;;x
CHP_reactionary;UniÛn Republicana;UniÛn Republicana;UniÛn Republicana;;;;;;;;;;;x
CIR;Circassia;;;;;;;;;;;;;x
CIR_ADJ;Circassian;;;;;;;;;;;;;x
CIR_liberal;Partiye Libyeral;;;;;;;;;;;;;x
CIR_conservative;Partiye Wuhumenig;;;;;;;;;;;;;x
CIR_socialist;Partiye Sotsialist;;;;;;;;;;;;;x
CIR_reactionary;Partiye Natsiya;;;;;;;;;;;;;x
CIR_anarcho_liberal;Partiye Fit Bedzer;;;;;;;;;;;;;x
CIR_communist;Partiye Zefediz;;;;;;;;;;;;;x
CIR_fascist;Partiye Lepqh;;;;;;;;;;;;;x
CLM_absolute_monarchy;New Granada;;;;;;;;;;;;;x
CLM_prussian_constitutionalism;New Granada;;;;;;;;;;;;;x
CLM_hms_government;New Granada;;;;;;;;;;;;;x
CMR;Cameroon;;;;;;;;;;;;x
CMR_ADJ;Cameroonian;;;;;;;;;;;;x
CNG;Zaire;;;;;;;;;;;;x
CNG_ADJ;Zairean;;;;;;;;;;;;x
CNG_absolute_monarchy;Zaire;;;;;;;;;;;;x
CNG_hms_government;Zaire;;;;;;;;;;;;x
CPL;Congress Poland;Royaume du Congres;Kongresspolen;;Zarato de Polonia;;;;;;;;;;x;;;;;;;;;;
CPL_ADJ;Polish;Polonais;Polnisch;;Polaca;;;;;;;;;;x;;;;;;;;;;
CRS;Corsica;;;;;;;;;;;;;x
CRS_ADJ;Corsican;;;;;;;;;;;;;x
CRS_conservative;Fazzione Cunservatore;;;;;;;;;;;;;x
CRS_liberal;Fazzione Liberale;;;;;;;;;;;;;x
CRS_reactionary;Fazzione Bonapartistu;;;;;;;;;;;;;x
CRS_socialist;Fazzione Sucialistu;;;;;;;;;;;;;x
CRS_communist;Fazzione Cumunistu;;;;;;;;;;;;;x
CRS_anarcho_liberal;Fazzione Anarchistu;;;;;;;;;;;;;x
CRS_fascist;Fazzione Fascistu;;;;;;;;;;;;;x
CSA;Confederate States of America;;;;;;;;;;;;x
CSA_democracy;Confederate States of America;;;;;;;;;;;;x
CSA_presidential_dictatorship;The Confederate States of America;;;;;;;;;;;;x
CSA_bourgeois_dictatorship;The Confederate States of America;;;;;;;;;;;;x
CSA_fascist_dictatorship;The Confederate States of America;;;;;;;;;;;;x
CSA_absolute_monarchy;The Imperial Confederacy;;;;;;;;;;;;x
CSA_prussian_constitutionalism;The Imperial Confederacy;;;;;;;;;;;;x
CSA_proletarian_dictatorship;The People's Confederacy;;;;;;;;;;;;x
CYR;Cyrenaica;;;;;;;;;;;;x
CYR_ADJ;Cyrenaican;;;;;;;;;;;;x
CYR_conservative;Royal Faction;;;;;;;;;;;;x
CYR_liberal;The Liberal Faction;;;;;;;;;;;;x
CYR_reactionary;The Nationalist Faction;;;;;;;;;;;;x
CYR_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
CYR_socialist;The Socialist Faction;;;;;;;;;;;;x
CYR_communist;The Communist Faction;;;;;;;;;;;;x
CYR_fascist;The Fascist Faction;;;;;;;;;;;;x
DAG;Caucasian Imamate;;;;;;;;;;;;;x
DAG_ADJ;Dagestani;;;;;;;;;;;;;x
DAG_presidential_dictatorship;Dagestan;;;;;;;;;;;;;x
DAG_proletarian_dictatorship;Dagestan;;;;;;;;;;;;;x
DAG_bourgeois_dictatorship;Dagestan;;;;;;;;;;;;;x
DAG_democracy;Dagestan;;;;;;;;;;;;;x
DAG_fascist_dictatorship;Dagestan;;;;;;;;;;;;;x
DAG_liberal;Liberal Party;;;;;;;;;;;;;x
DAG_conservative;Conservative Party;;;;;;;;;;;;;x
DAG_socialist;Socialist Party;;;;;;;;;;;;;x
DAG_reactionary;Nationalist Party;;;;;;;;;;;;;x
DAG_anarcho_liberal;Radical Party;;;;;;;;;;;;;x
DAG_communist;Communist Party;;;;;;;;;;;;;x
DAG_fascist;Fascist Party;;;;;;;;;;;;;x
DAG_conservative;Royal Faction;;;;;;;;;;;;;x
DAK;Dakota Republic;;;;;;;;;;;;x;;;
DAK_ADJ;Dakotan;;;;;;;;;;;;x;;;
DAK_absolute_monarchy;Dakota;;;;;;;;;;;;x;
DAK_prussian_constitutionalism;Dakota Commonwealth;;;;;;;;;;;;x
DAK_hms_government;Dakota Commonwealth;;;;;;;;;;;;;x
DAK_reactionary;White Eagle Faction;;;;;;;;;;;;;x
DAK_conservative;Traditionalists;;;;;;;;;;;;;x
DAK_liberal;Republican Faction;;;;;;;;;;;;;x
DAK_anarcho_liberal;Libertarian Faction;;;;;;;;;;;;;x
DAK_socialist;Socialist Faction;;;;;;;;;;;;;x
DAK_communist;Communist Faction;;;;;;;;;;;;;x
DAK_fascist;Eastward Restorationists;;;;;;;;;;;;;x
DJA;Jambi;;;;;;;;;;;;;x
DJA_ADJ;Jambi;;;;;;;;;;;;;x
DLM;Dalmatia;;;;;;;;;;;;;x
DLM_ADJ;Dalmatian;;;;;;;;;;;;;x
DNB;The Danubian Federation;;;;;;;;;;;;;x
DNB_ADJ;Danubian;;;;;;;;;;;;;x
DNB_proletarian_dictatorship;The Danubian Republic;;;;;;;;;;;;;x
DNB_fascist_dictatorship;The Danubian Republic;;;;;;;;;;;;;x
DNB_presidential_dictatorship;The Danubian Republic;;;;;;;;;;;;;x
DNB_bourgeois_dictatorship;The Danubian Republic;;;;;;;;;;;;;x
DOI;Dominica;;;;;;;;;;;;x
DOI_ADJ;Dominican;;;;;;;;;;;;x
DON;Cossack Republic;;;;;;;;;;;;x
DON_absolute_monarchy;Cossack Hetmanate;;;;;;;;;;;;x
DON_hms_government;Cossack Union;;;;;;;;;;;;x
DON_prussian_constitutionalism;Cossack Hetmanate;;;;;;;;;;;;x
DON_fascist_dictatorship;Cossackia;;;;;;;;;;;;x
DON_ADJ;Cossack;;;;;;;;;;;;x
DON_conservative;The Conservatives;Faction royale;Kˆnigsfraktion;;;;;;;;;;;x
DON_liberal;The Liberals;Faction libÈrale;Die liberale Fraktion;;;;;;;;;;;x
DON_reactionary;The Hetmanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;x
DON_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;x
DON_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;x
DON_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;x
DON_fascist;Black H undred;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;x
DRA;Dravidistan;;;;;;;;;;;;x
DRA_absolute_monarchy;Dravidian Empire;;;;;;;;;;;;x
DRA_fascist_dictatorship;Dravid Nadu;;;;;;;;;;;;x
DRA_ADJ;Dravidian;;;;;;;;;;;;x
DUR;Pashtunistan;;;;;;;;;;;;x
DUR_ADJ;Pashtun;;;;;;;;;;;;x
DUR_absolute_monarchy;Durrani Empire;;;;;;;;;;;;x
DUR_prussian_constitutionalism;Durrani Empire;;;;;;;;;;;;x
DUR_hms_government;Durrani Empire;;;;;;;;;;;;x
DUR_absolute_monarchy_ADJ;Durrani;;;;;;;;;;;;x
DUR_prussian_constitutionalism_ADJ;Durrani;;;;;;;;;;;;x
DUR_hms_government_ADJ;Durrani;;;;;;;;;;;;x
DUR_fascist_dictatorship;Durrani Republic;;;;;;;;;;;;x
DUR_fascist_dictatorship_ADJ;Durrani;;;;;;;;;;;;x
ENL;England;;;;;;;;;;;;;x
ENL_ADJ;English;;;;;;;;;;;;;x
ENT;Entre Rios;;;;;;;;;;;;;x
ENT_ADJ;Entrerrian;;;;;;;;;;;;;x
ENT_conservative;Blancos;;;;;;;;;;;;;x
ENT_conservative_2;Partido Nacional;;;;;;;;;;;;;x
ENT_liberal;Partido Libertado;;;;;;;;;;;;;x
ENT_liberal_2;Partido Democracia;;;;;;;;;;;;;x
ENT_socialist;Partido Azul;;;;;;;;;;;;;x
ENT_conservative_3;UniÛn CÌvica de Entre Rios;;;;;;;;;;;;;x
ENT_communist;Partido Communist;;;;;;;;;;;;;x
ENT_liberal_3;Liberales;;;;;;;;;;;;;x
ENT_reactionary;Partido Nationalist;;;;;;;;;;;;;x
ENT_anarcho_liberal;Partido Radical;;;;;;;;;;;;;x
ENT_socialist_2;Partido Socialist;;;;;;;;;;;;;x
ENT_fascist;Partido Fascist;;;;;;;;;;;;;x
ERT;Eritrea;;;;;;;;;;;;x
ERT_ADJ;Eritrean;;;;;;;;;;;;x
ERT_conservative;Royal Faction;;;;;;;;;;;;x
ERT_liberal;The Liberal Faction;;;;;;;;;;;;x
ERT_reactionary;The Nationalist Faction;;;;;;;;;;;;x
ERT_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
ERT_socialist;The Socialist Faction;;;;;;;;;;;;x
ERT_communist;The Communist Faction;;;;;;;;;;;;x
ERT_fascist;The Fascist Faction;;;;;;;;;;;;x
FAR;Far Eastern Republic;;;;;;;;;;;;x
FAR_ADJ;Far Eastern;;;;;;;;;;;;x
FAR_absolute_monarchy;Dalnevostochnaya;;;;;;;;;;;;x
FAR_prussian_constitutionalism;Dalnevostochnaya Uyezd;;;;;;;;;;;;x
FAR_hms_government;Far Eastern Uyezd;;;;;;;;;;;;x
FAR_fascist_dictatorship;Dalnevostochnaya Respublika;;;;;;;;;;;;x
FAR_democracy;Far Eastern Republic;;;;;;;;;;;;x
FAR_presidential_dictatorship;Far Eastern Governorate;;;;;;;;;;;;x
FAR_proletarian_dictatorship;Far Eastern Republic;;;;;;;;;;;;x
FAR_reactionary;Uyezd Autonomous Authority;;;;;;;;;;;;x
FIJ;Fiji;Fiji;Fiji;;;;;;;;;;;;x
FIJ_ADJ;Fijian;Fijian;Fijian;;;;;;;;;;;;x
FIU;Fiume;Fiume;Fiume;;;;;;;;;;;x
FIU_ADJ;Fiumani;Fiumani;Fiumani;;;;;;;;;;;x
FIU_fascist_dictatorship;Italian Regency of Carnaro;RÇgence italienne du Carnaro;Italienische Regentschaft am Quarnero;;;;;;;;;;;x
FIU_bourgeois_dictatorship;Italian Regency of Carnaro;RÇgence italienne du Carnaro;Italienische Regentschaft am Quarnero;;;;;;;;;;;x
FIU_presidential_dictatorship;Italian Regency of Carnaro;RÇgence italienne du Carnaro;Italienische Regentschaft am Quarnero;;;;;;;;;;;x
FIU_democracy;Free State of Fiume;êtat libre de Fiume;Freistaat Fiume;;;;;;;;;;;x
FIU_liberal;Partito Liberale;Partito Liberale;Partito Liberale;;;;;;;;;;;x
FIU_conservative;Partito Autonomo;Partito Autonomo;Partito Autonomo;;;;;;;;;;;x
FIU_reactionary;Nazionalisti;Nazionalisti;Nazionalisti;;;;;;;;;;;x
FIU_socialist;Partito Socialista di Fiume;Partito Socialista di Fiume;Partito Socialista di Fiume;;;;;;;;;;;x
FIU_communist;Partito Comunista di Fiume;Partito Comunista di Fiume;Partito Comunista di Fiume;;;;;;;;;;;x
FIU_anarcho_liberal;Radicali;Radical;Radikal;;;;;;;;;;;x
FIU_fascist;Fascisti;Fasciste;Faschistisch;;;;;;;;;;;x
FJN;Fujian;;;;;;;;;;;;x
FJN_ADJ;Fujian;;;;;;;;;;;;x
FJN_presidential_dictatorship;Fujian Clique;;;;;;;;;;;;x
FJN_fascist_dictatorship;Min Republic;;;;;;;;;;;;x
FJN_fascist_dictatorship_ADJ;Min;;;;;;;;;;;;x
FJN_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;x
FJN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;x
FJN_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;x
FJN_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;x
FJN_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;x
FJN_fascist;Min Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;x
FJN_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;x
FRA_liberal;RÈpublicain;RÈpublicain;RÈpublicain;;RÈpublicain;;;;;;;;;x
FRA_liberal_2;Union libÈrale;;;;;;;;;;;;x
FRA_liberal_3;RÈpublicain libÈrale;;;;;;;;;;;;x
FRA_conservative;OrlÈaniste;OrlÈaniste;OrlÈaniste;;OrlÈaniste;;;;;;;;;x
FRA_conservative_2;Bonapartiste;Bonapartiste;Bonapartiste;;Bonapartiste;;;;;;;;;x
FRA_conservative_3;RÈpublicain modÈrÈ;RÈpublicain modÈrÈ;RÈpublicain modÈrÈ;;RÈpublicain modÈrÈ;;;;;;;;;x
FRA_conservative_4;OrlÈaniste;OrlÈaniste;OrlÈaniste;;OrlÈaniste;;;;;;;;;x
FRA_conservative_5;Royaliste;Royaliste;Royaliste;;Royaliste;;;;;;;;;x
FRA_fascist;Croix-de-Feu;;;;;;;;;;;;x
FSA;The Free States of America;;;;;;;;;;;;x
FSA_ADJ;Free American;;;;;;;;;;;;x
FSA_absolute_monarchy;Empire of Freedom;;;;;;;;;;;;x
FSA_prussian_constitutionalism;Empire of Freedom;;;;;;;;;;;;x
FSA_hms_government;Empire of Freedom;;;;;;;;;;;;x
FSA_proletarian_dictatorship;The Free American Republic;;;;;;;;;;;;x
FSM;Micronesia;Micronesia;Micronesia;;;;;;;;;;;;x
FSM_ADJ;Micronesian;Micronesian;Micronesian;;;;;;;;;;;;x
FSM_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;;x
FSM_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;;x
FSM_reactionary;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;;x
FSM_socialist;Labour Party;Labour Party;Labour Party;;;;;;;;;;;;x
FSM_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;;x
FSM_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;;x
FSM_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;;x
galicio_asturian;Galicio-Asturian;Galicio-Asturien;Galicisch-Asturisch;;;;;;;;;;;x
GAB;Gabon;;;;;;;;;;;;x
GAB_ADJ;Gabonese;;;;;;;;;;;;x
GCO;Gran Colombia;;;;;;;;;;;;x
GCO_ADJ;Colombian;;;;;;;;;;;;x
GCO_absolute_monarchy;New Granada;;;;;;;;;;;;x
GCO_prussian_constitutionalism;New Granada;;;;;;;;;;;;x
GCO_hms_government;New Granada;;;;;;;;;;;;x
GCO_absolute_monarchy_ADJ;New Granadan;;;;;;;;;;;;x
GCO_prussian_constitutionalism_ADJ;New Granadan;;;;;;;;;;;;x
GCO_hms_government_ADJ;New Granadan;;;;;;;;;;;;x
GLC;Galicia;;;;;;;;;;;;;x
GLC_ADJ;Galician;;;;;;;;;;;;;x
GLC_conservative;Partido Moderado;Partido Moderado;Partido Moderado;;;;;;;;;;;;x;;;;;;;;;;
GLC_liberal;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;;x;;;;;;;;;;
GLC_reactionary;Partido Nationalist;ComuniÛn Carlista;ComuniÛn Carlista;;;;;;;;;;;;x;;;;;;;;;;
GLC_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;;x;;;;;;;;;;
GLC_communist;FederaciÛn Regional;FederaciÛn Regional;FederaciÛn Regional;;;;;;;;;;;;x;;;;;;;;;;
GLC_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;;x;;;;;;;;;;
GLC_fascist;Partido Fascist;Falange;Falange;;;;;;;;;;;;x;;;;;;;;;;
GLM;Galicia-Lodomeria;Galicie-Lodomerie;Galizien-Lodomerien;;Galitzia-Lodomeria;;;;;;;;;;x;;;;;;;;;;
GLM_ADJ;Galician;Galicien;Galiziener;;Galiciano;;;;;;;;;;x;;;;;;;;;;
GMB;Gambia;;;;;;;;;;;;x
GMB_ADJ;Gambian;;;;;;;;;;;;x
GMJ;Guominjun;;;;;;;;;;;;;x
GMJ_ADJ;Guominjun;;;;;;;;;;;;;;x
GMJ_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;x
GMJ_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;x
GMJ_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;x
GMJ_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;x
GMJ_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;x
GMJ_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;x
GMJ_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;x
GNE;Guinea;;;;;;;;;;;;x
GNE_ADJ;Guinean;;;;;;;;;;;;x
GNG;Guangdong;;;;;;;;;;;;x
GNG_ADJ;Guangdong;;;;;;;;;;;;x
GNG_presidential_dictatorship;Guangdong Clique;;;;;;;;;;;;x
GNG_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;x
GNG_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;x
GNG_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;x
GNG_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;x
GNG_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;x
GNG_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;x
GNG_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;x
GRA;Grenada;;;;;;;;;;;;x
GRA_ADJ;Grenadian;;;;;;;;;;;;x
GUY;Guyana;;;;;;;;;;;;;x
GUY_ADJ;Guyanese;;;;;;;;;;;;;x
GUY_conservative;Dutch Faction;;;;;;;;;;;;;x
GUY_liberal;French Faction;;;;;;;;;;;;;x
GUY_socialist;Ruimveldt Party;;;;;;;;;;;;;x
GUY_communist;British Guiana Labour Union;;;;;;;;;;;;;x
GUY_reactionary;British Faction;;;;;;;;;;;;;x
GUY_anarcho_liberal;American Faction;;;;;;;;;;;;;x
GUY_fascist;Unity Party;;;;;;;;;;;;;x
GXI;Guangxi;Clique de Guangxi;Guangxi-Clique;;;;;;;;;;;x
GXI_presidential_dictatorship;Guangxi Clique;Clique de Guangxi;Guangxi-Clique;;;;;;;;;;;x
HAL;Ha'il;;;;;;;;;;;;x
HAL_ADJ;Haili;;;;;;;;;;;;x
HAL_absolute_monarchy_ADJ;Rashidi;;;;;;;;;;;;x
HAL_prussian_constitutionalism_ADJ;Rashidi;;;;;;;;;;;;x
HAL_hms_government_ADJ;Rashidi;;;;;;;;;;;;x
HAL_reactionary;Hizb al-Hashemiyya al-Urduni;;;;;;;;;;;;;x
HAL_conservative;Hizb al-Wasat al-Islami;;;;;;;;;;;;;x
HAL_liberal;Yasari-d-al-Dimaqrati al-Urduni;;;;;;;;;;;;;x
HAL_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;x
HAL_socialist;Hizb al-Baath al-Ishtiraki al-Urduni;;;;;;;;;;;;;x
HAL_communist;Al-Hizb al-Shuyui al-Urduni;;;;;;;;;;;;;x
HAL_fascist;Hizb al-Mustaqbal;;;;;;;;;;;;;x
HDU;Hindustan;;;;;;;;;;;;x
HDU_ADJ;Hindustani;;;;;;;;;;;;x
HNN;Hunan;;;;;;;;;;;;x
HNN_ADJ;Hunan;;;;;;;;;;;;x
HNN_presidential_dictatorship;Hunan Clique;;;;;;;;;;;;x
HNN_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;x
HNN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;x
HNN_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;x
HNN_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;x
HNN_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;x
HNN_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;x
HNN_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;x
HOL_anarcho_liberal;Radicale Partij;;;;;;;;;;;;x
HUI;Anhui;;;;;;;;;;;;x
HUI_ADJ;Anhui;;;;;;;;;;;;x
HUI_presidential_dictatorship;Anhui Clique;;;;;;;;;;;;x
HUI_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;x
HUI_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;x
HUI_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;x
HUI_liberal;Liberal Party;Parti libÈral;Liberale Partei;;;;;;;;;;;x
HUI_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;x
HUI_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;x
HUI_anarcho_liberal;Freedom Party;Parti de la libertÈ;Freiheitspartei;;;;;;;;;;;x
IBR;Iberia;;;;;;;;;;;;;x
IBR_ADJ;Iberian;;;;;;;;;;;;;x
INO;Indonesia;IndonÈsie;Indonesien;;Indonesia;;;;;;;;;x
INO_ADJ;Indonesian;IndonÈsienne;Indonesisch;;Indonesio;;;;;;;;;x
INO_conservative;Royal Faction;;;;;;;;;;;;x
INO_liberal;The Liberal Faction;;;;;;;;;;;;x
INO_reactionary;The Nationalist Faction;;;;;;;;;;;;x
INO_anarcho_liberal;The Radical Faction;;;;;;;;;;;;x
INO_socialist;The Socialist Faction;;;;;;;;;;;;x
INO_communist;The Communist Faction;;;;;;;;;;;;x
INO_fascist;The Fascist Faction;;;;;;;;;;;;x
IOM;Isle of Man;Œle de Man;Isle of Man;;Isle of Man;;;;;;;;;x
IOM_ADJ;Manx;Mannois;Mannisch;ManÈs;;;;;;;;;x
IOM_liberal;Liberal Party;Liberal Party;Liberal Party;;Liberal Party;;;;;;;;;;;x
IOM_conservative;People's Political Association;People's Political Association;People's Political Association;;People's Political Association;;;;;;;;;;;x
IOM_reactionary;National Party;National Party;National Party;;National Party;;;;;;;;;;;x
IOM_socialist;Labour Party;Labour Party;Labour Party;;Labour Party;;;;;;;;;;;x
IOM_anarcho_liberal;Positive Action Group;Positive Action Group;Positive Action Group;;Positive Action Group;;;;;;;;;;;x
IOM_communist;Communist Party;Communist Party;Communist Party;;Communist Party;;;;;;;;;;;x
IOM_fascist;Mec Vannin;Mec Vannin;Mec Vannin;;Mec Vannin;;;;;;;;;;;x
ITA_reactionary;Fazione Monarchica;Fazione Monarchica;Fazione Monarchica;;Fazione Monarchica;;;;;;;;;x
ITA_conservative;Destra Liberale;Destra Liberale;Destra Liberale;;Destra Liberale;;;;;;;;;x
ITA_liberal;Sinistra Liberale;Sinistra Liberale;Sinistra Liberale;;Sinistra Liberale;;;;;;;;;x
ITA_liberal_2;Partito Repubblicano Italiano;Partito Repubblicano Italiano;Partito Repubblicano Italiano;;Partito Repubblicano Italiano;;;;;;;;;x
ITA_conservative_2;Partito Liberale Italiano;Partito Liberale Italiano;Partito Liberale Italiano;;Partito Liberale Italiano;;;;;;;;;x
ITA_conservative_3;Partito Popolare Italiano;Partito Popolare Italiano;Partito Popolare Italiano;;Partito Popolare Italiano;;;;;;;;;x
ITA_socialist;Partito Socialista Italiano;Partito Socialista Italiano;Partito Socialista Italiano;;Partito Socialista Italiano;;;;;;;;;x
ITA_anarcho_liberal;Estrema Sinistra Liberale;Estrema Sinistra Liberale;Estrema Sinistra Liberale;;Estrema Sinistra Liberale;;;;;;;;;x
ITA_communist;Partito Comunista d'Italia;Partito Comunista d'Italia;Partito Comunista d'Italia;;Partito Comunista d'Italia;;;;;;;;;x
ITA_fascist;Partito Nazionale Fascista;Partito Nazionale Fascista;Partito Nazionale Fascista;;Partito Nazionale Fascista;;;;;;;;;x
IVC;Ivory Coast;;;;;;;;;;;;x
IVC_ADJ;Ivorian;;;;;;;;;;;;x
IVC_liberal;Rally of the Republicans;;;;;;;;;;;;x
IVC_anarcho_liberal;URDIESCI;;;;;;;;;;;;x
IVC_conservative;Entente of Independents;;;;;;;;;;;;x
IVC_reactionary;Democratic Party;;;;;;;;;;;;x
IVC_socialist;African Socialist Movement;;;;;;;;;;;;x
IVC_communist;Ivorian Popular Front;;;;;;;;;;;;x
IVC_fascist;Movement of the Forces of the Future;;;;;;;;;;;;x
IZH;Ingria;;;;;;;;;;;;x
IZH_ADJ;Ingrian;;;;;;;;;;;;x
JAM;Jamaica;JamaÔque;Jamaica;;Jamaica;;;;;;;;;x
JAM_ADJ;Jamaican;JamaÔcain;Jamaican;;Jamaican;;;;;;;;;x
JAM_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;x
JAM_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;x
JAM_reactionary;Alliance for National Unity;Alliance for National Unity;Alliance for National Unity;;;;;;;;;;;x
JAM_socialist;People's Political Party;People's Political Party;People's Political Party;;;;;;;;;;;x
JAM_communist;Worker's Party;Worker's Party;Worker's Party;;;;;;;;;;;x
JAM_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;x
JAM_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;x
JAP_absolute_monarchy;Imperial Japan;;;;;;;;;;;x
JAP_reactionary;Handoutou;Faction Shogunate;Shogunate Faction;;;;;;;;;;;;x;;;;;;;;;;
JAP_conservative;Rikken Teiseitou;Faction de la cour;Court Faction;;;;;;;;;;;;x;;;;;;;;;;
JAP_conservative_2;Rikken Kaishintou;Faction impÈrialiste;Imperialist Faction;;;;;;;;;;;;x;;;;;;;;;;
JAP_reactionary_2;Handoutou;Faction nationaliste;Nationalistische Fraktion;;;;;;;;;;;;x;;;;;;;;;;
JAP_conservative_3;Tachiagare Nippon;Faction conservatrice;Conservative Faction;;;;;;;;;;;;x;;;;;;;;;;
